"","id","submitdate","lastpage","startlanguage","informedConsent","noConsentReason","practiceBehavior_intention","practiceBehavior_attInstrumental","practiceBehavior_attExperiential","practiceBehavior_pnInjunctive","practiceBehavior_pnDescriptive","practiceBehavior_pbcCapacity","practiceBehavior_pbcControl","coffee_intention","coffee_attInstrumental","coffee_attExperiential","coffee_pnInjunctive","coffee_pnDescriptive","coffee_pbcCapacity","coffee_pbcControl","publicTransport_intention","publicTransport_attInstrumental","publicTransport_attExperiential","publicTransport_pnInjunctive","publicTransport_pnDescriptive","publicTransport_pbcCapacity","publicTransport_pbcControl","runRedLight_intention","runRedLight_attInstrumental","runRedLight_attExperiential","runRedLight_pnInjunctive","runRedLight_pnDescriptive","runRedLight_pbcCapacity","runRedLight_pbcControl","wasteSeparation_intention","wasteSeparation_attInstrumental","wasteSeparation_attExperiential","wasteSeparation_pnInjunctive","wasteSeparation_pnDescriptive","wasteSeparation_pbcCapacity","wasteSeparation_pbcControl","conSomebody_intention","conSomebody_attInstrumental","conSomebody_attExperiential","conSomebody_pnInjunctive","conSomebody_pnDescriptive","conSomebody_pbcCapacity","conSomebody_pbcControl","marathon_intention","marathon_attInstrumental","marathon_attExperiential","marathon_pnInjunctive","marathon_pnDescriptive","marathon_pbcCapacity","marathon_pbcControl","longShower_intention","longShower_attInstrumental","longShower_attExperiential","longShower_pnInjunctive","longShower_pnDescriptive","longShower_pbcCapacity","longShower_pbcControl","brushingTeeth_intention","brushingTeeth_attInstrumental","brushingTeeth_attExperiential","brushingTeeth_pnInjunctive","brushingTeeth_pnDescriptive","brushingTeeth_pbcCapacity","brushingTeeth_pbcControl","age","sex","sex_other","education","education_other","region","Totaaltijd","Groep.tijd..Toestemmingsverklaring","Vraagtijd..informedConsent","Groep.tijd..Geen.toestemming.gegeven.voor.deelname","Vraagtijd..noConsentReason","Groep.tijd..Oefenvraag..de.komende.minuten.een.vragenlijst.invullen","Vraagtijd..practiceBehavior","Groep.tijd..De.komende.maand.helemaal.geen.koffie.drinken","Vraagtijd..coffee","Groep.tijd..De.komende.maand.vooral.met.het.openbaar.vervoer.reizen","Vraagtijd..publicTransport","Groep.tijd..De.komende.maand.soms.door.rood.licht.fietsen","Vraagtijd..runRedLight","Groep.tijd..De.komende.maand.afval.altijd.nauwkeurig.scheiden","Vraagtijd..wasteSeparation","Groep.tijd..De.komende.maand.iemand.voor.10.000.euro.oplichten","Vraagtijd..conSomebody","Groep.tijd..De.komende.maand.een.marathon.uitlopen","Vraagtijd..marathon","Groep.tijd..De.komende.maand.vaak.extra.lang.douchen","Vraagtijd..longShower","Groep.tijd..De.komende.maand.elke.dag.je.tanden.poetsen","Vraagtijd..brushingTeeth","Groep.tijd..Algemene.informatie","Vraagtijd..age","Vraagtijd..sex","Vraagtijd..education","Vraagtijd..region"
"117",169,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,4,5,1,4,4,1,3,2,5,1,3,5,1,3,1,5,2,4,5,1,1,3,3,2,4,5,2,3,2,3,1,3,5,1,1,1,1,1,1,5,1,1,1,5,2,1,3,2,3,3,5,3,3,5,5,5,5,5,5,5,5,42,"Vrouw",NA,NA,"Mbo post hbo opleiding",11,733.44,61.83,NA,NA,NA,132.19,NA,80.93,NA,76.16,NA,92.59,NA,60.43,NA,60.68,NA,29.6,NA,55.25,NA,29.7,NA,54.08,NA,NA,NA,NA
"118",170,NA,2,"nl-informal","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",172,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,4,4,4,5,2,4,5,1,3,1,4,2,5,4,1,2,2,4,3,2,3,2,3,2,4,3,4,4,2,4,2,2,3,4,2,1,2,1,1,2,4,4,1,4,1,3,2,1,2,3,3,4,4,3,5,5,3,5,2,5,5,3,4,30,"Vrouw",NA,"HBO",NA,39,327.99,16.18,NA,NA,NA,40.31,NA,25.93,NA,34.88,NA,30.88,NA,37.16,NA,34.06,NA,27.55,NA,25.33,NA,28.73,NA,26.98,NA,NA,NA,NA
"120",173,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1,1,3,3,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,1,1,1,5,1,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,42,"Vrouw",NA,"HBO",NA,29,502.84,37.93,NA,NA,NA,53.36,NA,64.97,NA,50.55,NA,46.61,NA,38.02,NA,44.66,NA,44.79,NA,46.43,NA,39.73,NA,35.79,NA,NA,NA,NA
"121",174,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,4,2,4,5,5,5,5,2,2,5,5,2,3,3,4,2,4,4,1,1,1,3,3,5,2,2,4,2,5,5,4,4,1,1,1,1,1,1,1,1,4,1,4,3,1,2,2,2,4,4,4,2,5,5,5,5,5,5,5,5,31,"Vrouw",NA,"VMBO (bijvoorbeeld praktijkonderwijs)",NA,91,501.74,184,NA,NA,NA,35.92,NA,38.73,NA,50.88,NA,25.85,NA,23.55,NA,21.62,NA,47.36,NA,36.28,NA,13.1,NA,24.45,NA,NA,NA,NA
"122",175,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,3,5,5,1,5,1,4,3,4,5,3,4,4,5,4,5,5,1,1,1,1,1,2,5,5,5,5,5,4,5,5,1,1,1,1,1,1,5,1,2,2,3,3,1,5,2,3,3,3,3,4,5,5,5,5,5,3,5,5,30,"Vrouw",NA,NA,"bachelor psychologie",23,851.61,40.04,NA,NA,NA,125.72,NA,63.99,NA,66.2,NA,86.96,NA,42.84,NA,95.89,NA,62.72,NA,60.57,NA,67.29,NA,139.39,NA,NA,NA,NA
"123",176,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",177,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,3,5,2,5,5,1,3,1,3,2,4,5,5,3,4,5,2,5,4,2,4,3,3,3,5,5,2,4,1,5,3,4,4,1,1,1,1,1,4,5,1,3,3,4,3,5,5,1,3,4,2,2,5,5,5,5,2,5,4,5,5,34,"Man",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,52,578.47,36.36,NA,NA,NA,99.55,NA,47.22,NA,45.74,NA,64.23,NA,49.94,NA,50.28,NA,46.46,NA,60.13,NA,44.15,NA,34.41,NA,NA,NA,NA
"125",178,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,4,5,3,5,5,1,2,1,4,2,2,5,2,2,1,3,2,2,5,1,1,1,1,3,4,5,1,3,1,5,4,4,5,1,1,2,1,1,2,5,1,5,2,5,2,3,5,2,4,5,3,2,1,2,5,5,5,5,5,5,5,27,"Vrouw",NA,"HBO",NA,10,480.87,23.47,NA,NA,NA,56.29,NA,118.14,NA,34.87,NA,36.77,NA,52.84,NA,30.65,NA,27.8,NA,39.2,NA,30.26,NA,30.58,NA,NA,NA,NA
"126",180,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,4,3,2,5,5,1,3,1,3,1,5,5,5,4,1,4,5,5,2,4,4,5,3,5,3,4,1,2,1,4,3,5,5,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,3,3,2,2,5,5,5,5,2,5,5,5,5,54,"Vrouw",NA,"HBO",NA,20,290.39,27.03,NA,NA,NA,36.08,NA,29.1,NA,22.98,NA,35.48,NA,24.4,NA,22.57,NA,17.12,NA,20.77,NA,29.5,NA,25.36,NA,NA,NA,NA
"127",181,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,3,5,1,5,5,5,5,4,5,1,5,5,1,1,1,5,4,3,5,5,4,4,3,4,5,5,1,5,1,3,1,1,5,1,1,1,1,1,1,5,1,1,1,5,1,1,5,2,5,5,4,4,5,5,5,5,5,5,5,5,5,22,"Vrouw",NA,"HAVO / VWO",NA,11,710.82,17.93,NA,NA,NA,42.67,NA,27.02,NA,96.56,NA,163.55,NA,49.78,NA,168.16,NA,21.04,NA,20.97,NA,74.07,NA,29.07,NA,NA,NA,NA
"128",182,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,4,5,5,5,5,1,5,1,1,1,5,5,1,3,3,3,1,3,5,1,1,2,1,1,2,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,1,1,1,1,1,1,5,2,3,5,5,3,5,5,5,5,5,5,5,5,5,40,"Vrouw",NA,"HBO",NA,88,282.13,13.01,NA,NA,NA,39.53,NA,23.15,NA,29.66,NA,32.78,NA,32.44,NA,20.95,NA,19.78,NA,27.87,NA,19.07,NA,23.89,NA,NA,NA,NA
"129",183,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",185,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,3,3,2,5,5,1,4,2,3,2,4,5,1,2,2,2,2,1,2,2,3,3,3,4,5,5,4,5,4,5,4,5,5,1,1,1,1,1,1,4,1,1,1,4,1,3,3,2,2,4,2,3,5,4,5,5,5,5,5,5,5,30,"Man",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,52,528.18,43.75,NA,NA,NA,56.25,NA,55.66,NA,33.77,NA,46.86,NA,62.16,NA,36.51,NA,61.5,NA,61.92,NA,26.9,NA,42.9,NA,NA,NA,NA
"131",186,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,3,5,2,5,5,1,4,4,1,1,1,5,1,3,4,3,3,1,3,1,1,1,1,2,5,5,2,4,4,3,4,3,5,1,1,1,1,1,1,5,1,1,1,5,2,1,2,3,1,5,2,3,4,5,5,5,5,5,4,2,5,25,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,69,327.95,7.2,NA,NA,NA,44.5,NA,40.49,NA,44.87,NA,32.3,NA,40.48,NA,23.64,NA,24.8,NA,27.64,NA,24.26,NA,17.77,NA,NA,NA,NA
"132",188,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",190,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,3,5,3,5,3,1,3,2,5,1,5,5,1,4,2,5,1,5,5,1,1,1,2,1,5,5,4,5,5,5,5,5,5,1,1,1,1,1,3,5,1,1,1,5,1,1,3,4,1,4,3,5,5,5,5,5,5,5,5,5,5,33,"Man",NA,"HBO",NA,31,568.38,14.64,NA,NA,NA,71.02,NA,134.05,NA,65.95,NA,34.33,NA,58.31,NA,47.8,NA,52.08,NA,29.61,NA,27.25,NA,33.34,NA,NA,NA,NA
"134",191,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,3,4,3,4,5,2,3,3,4,3,4,5,1,3,2,3,3,4,4,3,2,3,3,4,4,5,5,5,5,5,3,5,5,1,1,1,1,1,2,5,1,3,1,3,2,2,5,2,3,4,3,3,5,5,5,5,5,5,4,5,5,37,"Vrouw",NA,"HBO",NA,65,307.02,8.87,NA,NA,NA,33.62,NA,31.51,NA,37.18,NA,33.35,NA,20.09,NA,32.39,NA,28.06,NA,30.38,NA,31.37,NA,20.2,NA,NA,NA,NA
"135",192,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,4,5,4,5,5,5,5,5,5,4,5,5,3,3,3,5,4,5,5,2,2,2,1,3,3,4,4,4,4,4,4,5,5,1,1,1,1,1,1,5,2,3,3,2,2,3,3,2,2,1,2,2,3,4,5,5,5,5,3,5,5,25,"Vrouw",NA,"HBO",NA,84,341.55,4.22,NA,NA,NA,49.21,NA,49.93,NA,42.94,NA,24.25,NA,30.82,NA,19.23,NA,29.41,NA,33.33,NA,28.25,NA,29.96,NA,NA,NA,NA
"136",193,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",194,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,3,4,3,5,5,1,2,2,3,2,3,5,1,1,1,2,2,2,2,1,1,1,1,2,4,5,5,5,5,4,4,5,5,1,1,1,1,1,2,3,1,1,1,2,2,1,5,2,2,4,2,4,4,5,5,5,5,5,5,5,5,48,"Vrouw",NA,"HBO",NA,68,395.26,6.03,NA,NA,NA,58.08,NA,38.5,NA,45.25,NA,30.31,NA,37.76,NA,38.76,NA,47.73,NA,34.08,NA,17.75,NA,41.01,NA,NA,NA,NA
"138",195,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,4,4,4,5,5,1,4,4,5,1,5,5,4,5,5,5,4,5,5,1,2,3,2,4,5,5,4,5,5,5,4,5,5,1,1,1,1,1,1,5,2,3,1,5,4,2,5,1,4,5,4,2,5,5,5,5,5,5,5,5,5,24,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,10,623.94,70.54,NA,NA,NA,89.64,NA,44.99,NA,55.97,NA,47.51,NA,54.47,NA,84.45,NA,50.43,NA,46.8,NA,37.22,NA,41.92,NA,NA,NA,NA
"139",199,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,3,3,5,5,1,3,2,3,2,4,5,3,4,4,5,4,3,5,1,1,2,2,2,3,5,5,5,5,5,4,5,5,1,1,1,1,1,3,5,1,1,1,1,1,1,5,2,3,4,3,3,3,5,4,4,3,4,5,4,5,69,"Man",NA,"HBO",NA,83,427.76,5.7,NA,NA,NA,56.53,NA,58.18,NA,40.44,NA,39.88,NA,26.88,NA,57.13,NA,31.48,NA,33.52,NA,45.89,NA,32.13,NA,NA,NA,NA
"140",200,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,3,4,3,4,4,2,4,2,3,3,4,4,2,3,3,4,3,4,2,4,3,4,3,3,4,4,2,5,4,4,2,3,2,1,1,1,1,1,2,4,1,1,3,2,1,4,4,1,1,5,2,2,4,4,5,5,5,5,5,5,5,35,"Vrouw",NA,"HBO",NA,77,337.51,33.16,NA,NA,NA,42.32,NA,26.15,NA,31.42,NA,26.39,NA,27.26,NA,27.59,NA,27.98,NA,33.28,NA,24.26,NA,37.7,NA,NA,NA,NA
"141",202,NA,2,"nl-informal","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",203,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,4,3,3,5,2,4,4,2,3,1,4,3,3,5,2,3,3,3,4,5,5,2,2,2,2,3,5,5,2,5,3,5,3,5,5,1,1,1,1,3,2,5,1,4,3,5,3,2,2,2,2,2,3,3,5,5,5,5,5,3,3,5,5,27,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,56,338.93,16.25,NA,NA,NA,58.45,NA,36.8,NA,24.08,NA,37.98,NA,26.6,NA,34.97,NA,28.38,NA,28.35,NA,18.45,NA,28.62,NA,NA,NA,NA
"143",204,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,3,4,2,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,3,3,5,5,4,5,5,5,5,5,5,1,1,1,1,1,5,5,1,1,1,5,1,5,5,2,3,3,3,2,5,5,5,5,5,5,5,5,5,26,"Vrouw",NA,"HBO",NA,24,374.22,18.88,NA,NA,NA,45.09,NA,24.15,NA,24.63,NA,23.73,NA,30.28,NA,26.81,NA,31.01,NA,98.43,NA,26.15,NA,25.06,NA,NA,NA,NA
"144",205,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",206,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,4,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,1,1,1,2,3,5,5,2,5,3,5,3,5,5,1,1,1,1,1,5,5,1,5,1,3,2,2,4,1,1,5,3,3,5,4,5,5,5,5,4,5,5,18,"Vrouw",NA,"HAVO / VWO",NA,69,352.47,5.42,NA,NA,NA,75.23,NA,27.09,NA,22.92,NA,46.04,NA,28.2,NA,22.33,NA,36.05,NA,40.38,NA,24.87,NA,23.94,NA,NA,NA,NA
"146",208,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,1,5,5,1,2,2,3,3,3,5,1,1,1,4,2,3,5,1,1,1,1,1,1,5,4,4,4,5,4,5,5,1,1,1,1,1,1,5,1,1,1,3,3,1,2,4,4,5,4,4,5,5,5,5,5,5,5,5,5,30,"Vrouw",NA,NA,"secundair humane",20,376.36,30.57,NA,NA,NA,48.38,NA,46.52,NA,52.33,NA,28.99,NA,24.05,NA,24.76,NA,24.81,NA,33.74,NA,16.02,NA,46.19,NA,NA,NA,NA
"147",209,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,3,5,1,5,4,2,3,3,3,3,4,5,3,4,2,4,4,5,3,2,2,3,3,3,4,4,3,4,4,5,1,5,5,1,1,1,1,1,1,5,1,1,1,5,1,1,5,2,2,4,3,3,5,5,4,5,3,5,3,4,5,19,"Vrouw",NA,"HBO",NA,69,518.48,16.12,NA,NA,NA,48.18,NA,50.18,NA,57.24,NA,55.66,NA,72.28,NA,25.83,NA,33.52,NA,35.87,NA,85.15,NA,38.45,NA,NA,NA,NA
"148",211,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,2,5,5,1,3,1,3,2,4,5,3,4,3,4,4,5,5,4,4,4,2,4,5,5,5,5,5,5,4,5,5,1,1,1,1,1,1,5,1,1,1,4,1,1,5,1,3,4,2,1,4,5,5,5,4,5,5,5,5,58,"Vrouw",NA,"HBO",NA,50,332.39,17.16,NA,NA,NA,50.21,NA,44.98,NA,34.44,NA,33.45,NA,23.81,NA,26.35,NA,20.5,NA,25.51,NA,30.22,NA,25.76,NA,NA,NA,NA
"149",212,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",214,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,4,4,2,4,2,5,5,5,5,5,5,2,5,5,2,2,2,3,2,5,5,5,4,4,4,4,5,5,4,4,4,4,4,5,5,1,1,1,1,1,5,5,1,2,1,4,1,2,5,1,2,2,2,2,5,5,5,5,5,5,5,5,5,39,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,10,350.24,35.09,NA,NA,NA,49.99,NA,23.75,NA,37.03,NA,32.38,NA,31.22,NA,35.05,NA,34.02,NA,20.58,NA,20.88,NA,30.25,NA,NA,NA,NA
"151",215,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",216,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,4,3,3,5,5,5,5,5,5,2,5,5,3,4,3,3,3,3,5,4,2,4,2,4,4,5,1,5,1,4,3,5,5,1,1,1,1,1,1,5,1,4,1,5,3,5,5,2,3,4,2,3,4,5,5,5,5,5,5,5,5,35,"Vrouw",NA,"HBO",NA,97,357.39,32.96,NA,NA,NA,58.9,NA,30.92,NA,31.38,NA,33.77,NA,25.68,NA,33.39,NA,27.49,NA,36.69,NA,22.1,NA,24.11,NA,NA,NA,NA
"153",218,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,4,4,4,5,4,1,3,2,5,2,5,5,1,1,1,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,3,1,3,1,5,1,1,5,1,1,3,2,2,5,5,5,5,5,5,5,5,5,29,"Vrouw",NA,NA,NA,NA,458.3,39.51,NA,NA,NA,62.54,NA,53.67,NA,43.07,NA,29.25,NA,30.26,NA,31.79,NA,46.63,NA,44.06,NA,30.74,NA,46.78,NA,NA,NA,NA
"154",219,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,3,5,3,5,5,5,5,5,5,3,5,5,3,3,3,5,3,5,5,1,1,1,3,3,3,3,5,5,3,5,3,5,5,1,1,1,1,1,1,3,1,1,1,3,2,1,5,1,3,3,3,3,5,5,3,5,3,5,3,3,5,30,"Vrouw",NA,"HBO",NA,90,369.09,26.91,NA,NA,NA,48.35,NA,23.77,NA,31.07,NA,22.71,NA,23.4,NA,42.32,NA,22.46,NA,39.44,NA,26.08,NA,62.58,NA,NA,NA,NA
"155",220,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,4,4,3,3,1,4,5,1,3,3,3,1,3,5,5,4,4,4,4,5,5,1,1,1,1,2,1,5,2,5,5,4,2,2,5,1,1,1,1,1,3,5,1,3,3,3,1,2,5,2,2,2,2,1,4,5,5,5,5,5,5,5,5,18,"Vrouw",NA,"HBO",NA,38,545.48,53.17,NA,NA,NA,99.8,NA,41.31,NA,38.33,NA,42.28,NA,93.66,NA,40.46,NA,35.83,NA,30.57,NA,29.76,NA,40.31,NA,NA,NA,NA
"156",221,NA,3,"nl-informal","yes",NA,2,3,3,4,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.28,14.41,NA,3.4,NA,21.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",222,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,3,4,4,5,5,1,2,1,3,2,5,5,5,5,4,4,4,5,5,2,3,3,1,4,4,5,3,4,3,5,4,5,5,1,1,1,1,4,2,5,1,1,1,2,1,1,5,2,2,5,2,3,5,5,5,5,5,5,5,5,5,56,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,37,289.84,7.13,NA,NA,NA,40.69,NA,24.1,NA,30.22,NA,30.15,NA,25.06,NA,32.17,NA,20.46,NA,30.38,NA,17.22,NA,32.26,NA,NA,NA,NA
"158",223,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,3,5,1,5,5,1,1,1,5,1,5,5,1,3,3,5,2,5,5,1,1,1,5,4,5,5,1,5,2,5,4,5,5,1,1,1,1,1,5,5,1,5,1,5,3,3,5,1,3,2,1,3,5,5,5,5,5,5,5,5,5,52,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,10,365.84,32.68,NA,NA,NA,47.44,NA,34.74,NA,44.39,NA,34.02,NA,33.59,NA,26.32,NA,22.51,NA,39.52,NA,22.83,NA,27.8,NA,NA,NA,NA
"159",224,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,3,5,3,5,5,1,3,2,5,3,4,5,2,3,3,5,3,4,4,1,1,2,1,2,4,4,4,4,3,4,4,4,5,1,1,1,1,2,4,4,1,2,2,4,3,2,5,2,3,4,4,3,5,5,5,5,5,5,5,5,5,44,"Vrouw",NA,"HBO",NA,56,341.77,32.56,NA,NA,NA,39.03,NA,29.74,NA,39.54,NA,33.54,NA,30.97,NA,25.73,NA,25.9,NA,20.65,NA,21.46,NA,42.65,NA,NA,NA,NA
